algorithm,alpha,lr,rho,seed,iter,F,gap,dist_to_Wstar,gradnorm,sharpness_gap,diverged,wall_time_s
fsam,1.2,0.003,0.01,2,70,1.1227465867996216,1.1196592976339161,87.67105102539062,0.017782386392354965,0.0,0,0.17931079864501953
fsam,1.2,0.003,0.01,2,80,1.239256739616394,1.2361694504506886,93.8198013305664,0.018439119681715965,2.384185791015625e-07,0,0.21051955223083496
fsam,1.2,0.003,0.01,2,90,1.3256028890609741,1.3225155998952687,98.40567016601562,0.0189133882522583,-1.1920928955078125e-07,0,0.2362995147705078
fsam,1.2,0.003,0.01,2,100,1.4401397705078125,nan,nan,nan,nan,1,0.2603147029876709
fsam,1.2,0.003,0.01,3,10,0.332732230424881,0.32964494125917554,37.79697036743164,0.012447716668248177,5.960464477539062e-07,0,0.025667905807495117
fsam,1.2,0.003,0.01,3,20,0.5574613213539124,0.5543740321882069,54.757057189941406,0.01422051526606083,6.556510925292969e-07,0,0.051412343978881836
fsam,1.2,0.003,0.01,3,30,0.7264008522033691,0.7233135630376637,65.40717315673828,0.015377367846667767,1.2516975402832031e-06,0,0.07691168785095215
fsam,1.2,0.003,0.01,3,40,0.8318402767181396,0.8287529875524342,71.45321655273438,0.016079839318990707,-1.1920928955078125e-07,0,0.10259199142456055
fsam,1.2,0.003,0.01,3,50,1.0009969472885132,0.9979096581228077,81.74991607666016,0.01710044965147972,-3.5762786865234375e-07,0,0.12806010246276855
fsam,1.2,0.003,0.01,3,60,1.0809251070022583,1.0778378178365529,86.04926300048828,0.01757822372019291,-5.960464477539062e-07,0,0.15398073196411133
fsam,1.2,0.003,0.01,3,70,1.1828631162643433,1.1797758270986378,91.93860626220703,0.018158044666051865,1.1920928955078125e-07,0,0.1797962188720703
fsam,1.2,0.003,0.01,3,80,1.298717975616455,1.2956306864507496,98.21804809570312,0.018774893134832382,-9.5367431640625e-07,0,0.2053220272064209
fsam,1.2,0.003,0.01,3,90,1.445708990097046,nan,nan,nan,nan,1,0.22931623458862305
fsam,1.2,0.003,0.01,4,10,0.38270777463912964,0.3796204854734242,42.22443771362305,0.01284442376345396,8.940696716308594e-07,0,0.025885820388793945
fsam,1.2,0.003,0.01,4,20,0.5512060523033142,0.5481187631376088,53.949886322021484,0.014168348163366318,3.5762786865234375e-07,0,0.051370859146118164
fsam,1.2,0.003,0.01,4,30,0.724418580532074,0.7213312913663685,65.36500549316406,0.015342664904892445,-4.172325134277344e-07,0,0.07707071304321289
fsam,1.2,0.003,0.01,4,40,0.8487876653671265,0.845700376201421,72.57412719726562,0.016161851584911346,-1.0132789611816406e-06,0,0.10309243202209473
fsam,1.2,0.003,0.01,4,50,0.9979054927825928,0.9948182036168873,81.01213073730469,0.01705331914126873,-9.5367431640625e-07,0,0.12936902046203613
fsam,1.2,0.003,0.01,4,60,1.0802137851715088,1.0771264960058033,85.74854278564453,0.017544129863381386,-2.384185791015625e-07,0,0.15529632568359375
fsam,1.2,0.003,0.01,4,70,1.178863763809204,1.1757764746434987,91.28257751464844,0.018096493557095528,-9.5367431640625e-07,0,0.18127083778381348
fsam,1.2,0.003,0.01,4,80,1.2873876094818115,1.284300320316106,97.25289154052734,0.018685804679989815,8.344650268554688e-07,0,0.2072277069091797
fsam,1.2,0.003,0.01,4,90,1.4066494703292847,nan,nan,nan,nan,1,0.2316126823425293
fsam,1.2,0.003,0.02,0,10,0.30995792150497437,0.3068706323392689,35.216835021972656,0.012258496135473251,-5.662441253662109e-07,0,0.0257415771484375
fsam,1.2,0.003,0.02,0,20,0.478351354598999,0.4752640654332936,48.62660598754883,0.013636447489261627,-1.1920928955078125e-07,0,0.05220508575439453
fsam,1.2,0.003,0.02,0,30,0.6425742506980896,0.6394869615323842,59.76200485229492,0.01482071727514267,-1.3709068298339844e-06,0,0.07796669006347656
fsam,1.2,0.003,0.02,0,40,0.7925931811332703,0.7895058919675648,69.27552032470703,0.015815481543540955,-2.562999725341797e-06,0,0.10415101051330566
fsam,1.2,0.003,0.02,0,50,0.9566433429718018,0.9535560538060963,78.94241333007812,0.016831375658512115,-8.344650268554688e-07,0,0.13001418113708496
fsam,1.2,0.003,0.02,0,60,1.0631603002548218,1.0600730110891163,85.32603454589844,0.017458230257034302,1.5497207641601562e-06,0,0.15590143203735352
fsam,1.2,0.003,0.02,0,70,1.1679086685180664,1.164821379352361,90.96870422363281,0.01805291883647442,-1.1920928955078125e-07,0,0.18176531791687012
fsam,1.2,0.003,0.02,0,80,1.2617948055267334,1.258707516361028,95.7512435913086,0.01857883483171463,3.5762786865234375e-07,0,0.21345138549804688
fsam,1.2,0.003,0.02,0,90,1.3838523626327515,1.380765073467046,102.03665924072266,0.019228165969252586,3.5762786865234375e-07,0,0.23903918266296387
fsam,1.2,0.003,0.02,0,100,1.4811673164367676,nan,nan,nan,nan,1,0.26317262649536133
fsam,1.2,0.003,0.02,1,10,0.3728371262550354,0.36974983708932996,42.057289123535156,0.012768994085490704,2.980232238769531e-07,0,0.026211977005004883
fsam,1.2,0.003,0.02,1,20,0.5572682023048401,0.5541809131391346,54.32561111450195,0.014210797846317291,0.0,0,0.052448272705078125
fsam,1.2,0.003,0.02,1,30,0.6964427828788757,0.6933554937131703,63.1888427734375,0.015193341299891472,3.337860107421875e-06,0,0.07838273048400879
fsam,1.2,0.003,0.02,1,40,0.84212327003479,0.8390359808690846,72.10188293457031,0.01611921563744545,1.7285346984863281e-06,0,0.10412979125976562
fsam,1.2,0.003,0.02,1,50,0.9484177827835083,0.9453304936178029,78.40168762207031,0.016762882471084595,2.2649765014648438e-06,0,0.13002872467041016
fsam,1.2,0.003,0.02,1,60,1.0923373699188232,1.0892500807531178,86.3820571899414,0.017629370093345642,1.3113021850585938e-06,0,0.1561119556427002
fsam,1.2,0.003,0.02,1,70,1.2041144371032715,1.201027147937566,92.3434066772461,0.018263615667819977,-4.291534423828125e-06,0,0.1817457675933838
fsam,1.2,0.003,0.02,1,80,1.3077090978622437,1.3046218086965382,97.86701965332031,0.018830223008990288,-5.960464477539062e-07,0,0.20782923698425293
fsam,1.2,0.003,0.02,1,90,1.4318668842315674,nan,nan,nan,nan,1,0.23214340209960938
fsam,1.2,0.003,0.02,2,10,0.23439793288707733,0.2313106437213719,26.035287857055664,0.011591416783630848,-3.978610038757324e-06,0,0.02640676498413086
fsam,1.2,0.003,0.02,2,20,0.4234210252761841,0.42033373611047864,43.150604248046875,0.013168596662580967,-1.4901161193847656e-07,0,0.05341458320617676
fsam,1.2,0.003,0.02,2,30,0.599652886390686,0.5965655972249806,56.15795135498047,0.014486235566437244,-2.0265579223632812e-06,0,0.07990002632141113
fsam,1.2,0.003,0.02,2,40,0.7354958057403564,0.732408516574651,64.7000961303711,0.015412578359246254,5.960464477539062e-07,0,0.10644125938415527
fsam,1.2,0.003,0.02,2,50,0.8721990585327148,0.8691117693670094,73.17792510986328,0.016270479187369347,-1.6093254089355469e-06,0,0.13317370414733887
fsam,1.2,0.003,0.02,2,60,0.993234395980835,0.9901471068151295,80.44644927978516,0.01701580174267292,2.9802322387695312e-06,0,0.16024184226989746
fsam,1.2,0.003,0.02,2,70,1.1227465867996216,1.1196592976339161,87.67105102539062,0.017782386392354965,1.1920928955078125e-07,0,0.1871356964111328
fsam,1.2,0.003,0.02,2,80,1.239256739616394,1.2361694504506886,93.8198013305664,0.018439119681715965,5.960464477539062e-07,0,0.21371674537658691
fsam,1.2,0.003,0.02,2,90,1.3256028890609741,1.3225155998952687,98.4056625366211,0.0189133882522583,-3.5762786865234375e-07,0,0.23961186408996582
fsam,1.2,0.003,0.02,2,100,1.4401397705078125,nan,nan,nan,nan,1,0.2639122009277344
fsam,1.2,0.003,0.02,3,10,0.3327322006225586,0.32964491145685315,37.79697036743164,0.012447716668248177,1.2218952178955078e-06,0,0.026286602020263672
fsam,1.2,0.003,0.02,3,20,0.5574613213539124,0.5543740321882069,54.757057189941406,0.01422051526606083,1.3709068298339844e-06,0,0.05183744430541992
fsam,1.2,0.003,0.02,3,30,0.7264008522033691,0.7233135630376637,65.40717315673828,0.015377367846667767,2.6226043701171875e-06,0,0.07734370231628418
fsam,1.2,0.003,0.02,3,40,0.8318402767181396,0.8287529875524342,71.45321655273438,0.016079839318990707,-2.384185791015625e-07,0,0.10333776473999023
fsam,1.2,0.003,0.02,3,50,1.0009969472885132,0.9979096581228077,81.74991607666016,0.01710044965147972,-5.960464477539062e-07,0,0.12896966934204102
fsam,1.2,0.003,0.02,3,60,1.0809251070022583,1.0778378178365529,86.04926300048828,0.01757822372019291,-1.0728836059570312e-06,0,0.15458130836486816
fsam,1.2,0.003,0.02,3,70,1.1828631162643433,1.1797758270986378,91.93860626220703,0.018158044666051865,2.384185791015625e-07,0,0.18024706840515137
fsam,1.2,0.003,0.02,3,80,1.298717975616455,1.2956306864507496,98.21805572509766,0.018774893134832382,-1.9073486328125e-06,0,0.20627641677856445
fsam,1.2,0.003,0.02,3,90,1.445708990097046,nan,nan,nan,nan,1,0.23024392127990723
fsam,1.2,0.003,0.02,4,10,0.38270777463912964,0.3796204854734242,42.22443771362305,0.01284442376345396,1.817941665649414e-06,0,0.025615930557250977
fsam,1.2,0.003,0.02,4,20,0.5512060523033142,0.5481187631376088,53.949886322021484,0.014168348163366318,6.556510925292969e-07,0,0.05356001853942871
fsam,1.2,0.003,0.02,4,30,0.724418580532074,0.7213312913663685,65.36500549316406,0.015342664904892445,-8.940696716308594e-07,0,0.07881283760070801
fsam,1.2,0.003,0.02,4,40,0.8487876653671265,0.845700376201421,72.57412719726562,0.016161851584911346,-1.9669532775878906e-06,0,0.1035611629486084
fsam,1.2,0.003,0.02,4,50,0.9979053735733032,0.9948180844075978,81.01213073730469,0.01705331914126873,-1.6689300537109375e-06,0,0.12854313850402832
fsam,1.2,0.003,0.02,4,60,1.0802137851715088,1.0771264960058033,85.74854278564453,0.017544129863381386,-3.5762786865234375e-07,0,0.15352320671081543
fsam,1.2,0.003,0.02,4,70,1.178863763809204,1.1757764746434987,91.28257751464844,0.018096493557095528,-1.6689300537109375e-06,0,0.17872166633605957
fsam,1.2,0.003,0.02,4,80,1.2873876094818115,1.284300320316106,97.25289154052734,0.018685804679989815,1.5497207641601562e-06,0,0.20368242263793945
fsam,1.2,0.003,0.02,4,90,1.4066494703292847,nan,nan,nan,nan,1,0.2268838882446289
fsam,1.2,0.003,0.05,0,10,0.30995792150497437,0.3068706323392689,35.216835021972656,0.012258496135473251,-1.0132789611816406e-06,0,0.024862051010131836
fsam,1.2,0.003,0.05,0,20,0.478351354598999,0.4752640654332936,48.62660598754883,0.013636447489261627,-5.960464477539063e-08,0,0.05016803741455078
fsam,1.2,0.003,0.05,0,30,0.6425742506980896,0.6394869615323842,59.76200485229492,0.01482071727514267,-3.039836883544922e-06,0,0.07486248016357422
fsam,1.2,0.003,0.05,0,40,0.7925931811332703,0.7895058919675648,69.27552032470703,0.015815481543540955,-6.198883056640625e-06,0,0.09954071044921875
fsam,1.2,0.003,0.05,0,50,0.9566433429718018,0.9535560538060963,78.94241333007812,0.016831375658512115,-2.0265579223632812e-06,0,0.12440037727355957
fsam,1.2,0.003,0.05,0,60,1.0631603002548218,1.0600730110891163,85.32603454589844,0.017458230257034302,3.933906555175781e-06,0,0.14953875541687012
fsam,1.2,0.003,0.05,0,70,1.1679086685180664,1.164821379352361,90.96870422363281,0.01805291883647442,-3.5762786865234375e-07,0,0.17423200607299805
fsam,1.2,0.003,0.05,0,80,1.2617948055267334,1.258707516361028,95.7512435913086,0.01857883483171463,1.5497207641601562e-06,0,0.19916391372680664
fsam,1.2,0.003,0.05,0,90,1.3838523626327515,1.380765073467046,102.03665924072266,0.019228165969252586,1.0728836059570312e-06,0,0.22383809089660645
fsam,1.2,0.003,0.05,0,100,1.4811673164367676,nan,nan,nan,nan,1,0.24727344512939453
fsam,1.2,0.003,0.05,1,10,0.3728371262550354,0.36974983708932996,42.057289123535156,0.012768994085490704,1.0132789611816406e-06,0,0.024895429611206055
fsam,1.2,0.003,0.05,1,20,0.5572682023048401,0.5541809131391346,54.32561111450195,0.014210797846317291,1.7881393432617188e-07,0,0.04971432685852051
fsam,1.2,0.003,0.05,1,30,0.6964427828788757,0.6933554937131703,63.1888427734375,0.015193341299891472,8.702278137207031e-06,0,0.07465791702270508
fsam,1.2,0.003,0.05,1,40,0.84212327003479,0.8390359808690846,72.10188293457031,0.01611921563744545,4.589557647705078e-06,0,0.09989571571350098
fsam,1.2,0.003,0.05,1,50,0.9484177827835083,0.9453304936178029,78.40168762207031,0.016762882471084595,5.602836608886719e-06,0,0.12498116493225098
fsam,1.2,0.003,0.05,1,60,1.0923373699188232,1.0892500807531178,86.3820571899414,0.017629370093345642,3.2186508178710938e-06,0,0.15031003952026367
fsam,1.2,0.003,0.05,1,70,1.2041144371032715,1.201027147937566,92.3434066772461,0.018263613805174828,-1.0609626770019531e-05,0,0.1756458282470703
fsam,1.2,0.003,0.05,1,80,1.3077090978622437,1.3046218086965382,97.86701965332031,0.018830223008990288,-1.7881393432617188e-06,0,0.20118427276611328
fsam,1.2,0.003,0.05,1,90,1.4318668842315674,nan,nan,nan,nan,1,0.224776029586792
fsam,1.2,0.003,0.05,2,10,0.23439793288707733,0.2313106437213719,26.035287857055664,0.011591416783630848,-9.5367431640625e-06,0,0.025082826614379883
fsam,1.2,0.003,0.05,2,20,0.4234209656715393,0.42033367650583386,43.150604248046875,0.013168596662580967,1.4901161193847656e-07,0,0.05030226707458496
fsam,1.2,0.003,0.05,2,30,0.599652886390686,0.5965655972249806,56.15795135498047,0.014486235566437244,-4.649162292480469e-06,0,0.07555675506591797
fsam,1.2,0.003,0.05,2,40,0.7354957461357117,0.7324084569700062,64.7000961303711,0.01541257742792368,1.7881393432617188e-06,0,0.10040616989135742
fsam,1.2,0.003,0.05,2,50,0.8721990585327148,0.8691117693670094,73.17792510986328,0.016270479187369347,-3.814697265625e-06,0,0.12552809715270996
fsam,1.2,0.003,0.05,2,60,0.993234395980835,0.9901471068151295,80.44644927978516,0.01701580174267292,7.748603820800781e-06,0,0.15059471130371094
fsam,1.2,0.003,0.05,2,70,1.1227467060089111,1.1196594168432057,87.67105102539062,0.017782386392354965,1.1920928955078125e-07,0,0.1760108470916748
fsam,1.2,0.003,0.05,2,80,1.239256739616394,1.2361694504506886,93.8198013305664,0.018439119681715965,1.430511474609375e-06,0,0.2009570598602295
fsam,1.2,0.003,0.05,2,90,1.3256028890609741,1.3225155998952687,98.40567016601562,0.0189133882522583,-8.344650268554688e-07,0,0.22598505020141602
fsam,1.2,0.003,0.05,2,100,1.4401397705078125,nan,nan,nan,nan,1,0.24933171272277832
fsam,1.2,0.003,0.05,3,10,0.332732230424881,0.32964494125917554,37.79697036743164,0.012447716668248177,3.248453140258789e-06,0,0.02536916732788086
fsam,1.2,0.003,0.05,3,20,0.5574613213539124,0.5543740321882069,54.757057189941406,0.01422051526606083,3.6954879760742188e-06,0,0.05040311813354492
fsam,1.2,0.003,0.05,3,30,0.7264008522033691,0.7233135630376637,65.40717315673828,0.015377367846667767,6.794929504394531e-06,0,0.0754859447479248
fsam,1.2,0.003,0.05,3,40,0.8318402767181396,0.8287529875524342,71.45321655273438,0.016079839318990707,-4.76837158203125e-07,0,0.10044574737548828
fsam,1.2,0.003,0.05,3,50,1.0009969472885132,0.9979096581228077,81.74991607666016,0.01710044965147972,-1.430511474609375e-06,0,0.12597322463989258
fsam,1.2,0.003,0.05,3,60,1.0809251070022583,1.0778378178365529,86.04926300048828,0.01757822372019291,-2.5033950805664062e-06,0,0.15111231803894043
fsam,1.2,0.003,0.05,3,70,1.1828631162643433,1.1797758270986378,91.93860626220703,0.018158044666051865,9.5367431640625e-07,0,0.17688274383544922
fsam,1.2,0.003,0.05,3,80,1.298717975616455,1.2956306864507496,98.21805572509766,0.018774893134832382,-4.76837158203125e-06,0,0.20253658294677734
fsam,1.2,0.003,0.05,3,90,1.445708990097046,nan,nan,nan,nan,1,0.22660326957702637
fsam,1.2,0.003,0.05,4,10,0.382707804441452,0.3796205152757466,42.22443771362305,0.012844422832131386,4.708766937255859e-06,0,0.02483820915222168
fsam,1.2,0.003,0.05,4,20,0.5512060523033142,0.5481187631376088,53.949886322021484,0.014168347232043743,1.9073486328125e-06,0,0.05123591423034668
fsam,1.2,0.003,0.05,4,30,0.724418580532074,0.7213312913663685,65.36500549316406,0.015342664904892445,-1.9669532775878906e-06,0,0.07686424255371094
fsam,1.2,0.003,0.05,4,40,0.8487876653671265,0.845700376201421,72.57412719726562,0.016161849722266197,-4.5299530029296875e-06,0,0.10222434997558594
fsam,1.2,0.003,0.05,4,50,0.9979054927825928,0.9948182036168873,81.01213073730469,0.01705331914126873,-4.410743713378906e-06,0,0.12789058685302734
fsam,1.2,0.003,0.05,4,60,1.0802137851715088,1.0771264960058033,85.74854278564453,0.017544129863381386,-5.960464477539062e-07,0,0.1532578468322754
fsam,1.2,0.003,0.05,4,70,1.178863763809204,1.1757764746434987,91.28257751464844,0.018096493557095528,-4.0531158447265625e-06,0,0.17909884452819824
fsam,1.2,0.003,0.05,4,80,1.2873876094818115,1.284300320316106,97.25289916992188,0.018685804679989815,4.0531158447265625e-06,0,0.20455312728881836
fsam,1.2,0.003,0.05,4,90,1.4066494703292847,nan,nan,nan,nan,1,0.22832345962524414
fsam,1.2,0.003,0.1,0,10,0.30995792150497437,0.3068706323392689,35.216835021972656,0.012258496135473251,-7.152557373046875e-07,0,0.02577996253967285
fsam,1.2,0.003,0.1,0,20,0.478351354598999,0.4752640654332936,48.62660598754883,0.013636447489261627,1.1622905731201172e-06,0,0.05196738243103027
fsam,1.2,0.003,0.1,0,30,0.6425742506980896,0.6394869615323842,59.76200485229492,0.01482071727514267,-4.649162292480469e-06,0,0.07769942283630371
fsam,1.2,0.003,0.1,0,40,0.7925931215286255,0.78950583236292,69.27552032470703,0.015815481543540955,-1.1265277862548828e-05,0,0.103759765625
fsam,1.2,0.003,0.1,0,50,0.9566433429718018,0.9535560538060963,78.94241333007812,0.016831375658512115,-3.337860107421875e-06,0,0.12932538986206055
fsam,1.2,0.003,0.1,0,60,1.0631603002548218,1.0600730110891163,85.32604217529297,0.017458230257034302,9.059906005859375e-06,0,0.155320405960083
fsam,1.2,0.003,0.1,0,70,1.1679086685180664,1.164821379352361,90.96870422363281,0.01805291883647442,-1.1920928955078125e-07,0,0.18113350868225098
fsam,1.2,0.003,0.1,0,80,1.2617948055267334,1.258707516361028,95.7512435913086,0.01857883483171463,3.5762786865234375e-06,0,0.20689892768859863
fsam,1.2,0.003,0.1,0,90,1.3838523626327515,1.380765073467046,102.03665924072266,0.019228165969252586,2.7418136596679688e-06,0,0.2328939437866211
fsam,1.2,0.003,0.1,0,100,1.4811673164367676,nan,nan,nan,nan,1,0.257108211517334
fsam,1.2,0.003,0.1,1,10,0.3728371262550354,0.36974983708932996,42.057289123535156,0.012768994085490704,2.8014183044433594e-06,0,0.026493310928344727
fsam,1.2,0.003,0.1,1,20,0.5572682023048401,0.5541809131391346,54.32561111450195,0.014210798777639866,9.5367431640625e-07,0,0.05266714096069336
fsam,1.2,0.003,0.1,1,30,0.6964427828788757,0.6933554937131703,63.1888427734375,0.015193341299891472,1.8417835235595703e-05,0,0.0778200626373291
fsam,1.2,0.003,0.1,1,40,0.84212327003479,0.8390359808690846,72.10188293457031,0.01611921563744545,9.834766387939453e-06,0,0.10180878639221191
fsam,1.2,0.003,0.1,1,50,0.9484177827835083,0.9453304936178029,78.40168762207031,0.016762882471084595,1.1444091796875e-05,0,0.12577176094055176
fsam,1.2,0.003,0.1,1,60,1.0923373699188232,1.0892500807531178,86.3820571899414,0.017629370093345642,7.152557373046875e-06,0,0.14960098266601562
fsam,1.2,0.003,0.1,1,70,1.2041144371032715,1.201027147937566,92.3434066772461,0.018263613805174828,-2.0742416381835938e-05,0,0.17473411560058594
fsam,1.2,0.003,0.1,1,80,1.3077090978622437,1.3046218086965382,97.86701965332031,0.018830223008990288,-3.0994415283203125e-06,0,0.19970369338989258
fsam,1.2,0.003,0.1,1,90,1.4318668842315674,nan,nan,nan,nan,1,0.22317719459533691
fsam,1.2,0.003,0.1,2,10,0.23439793288707733,0.2313106437213719,26.035287857055664,0.011591416783630848,-1.7955899238586426e-05,0,0.02530074119567871
fsam,1.2,0.003,0.1,2,20,0.4234209656715393,0.42033367650583386,43.150604248046875,0.013168596662580967,1.341104507446289e-06,0,0.05076408386230469
fsam,1.2,0.003,0.1,2,30,0.599652886390686,0.5965655972249806,56.15795135498047,0.014486235566437244,-8.225440979003906e-06,0,0.0758512020111084
fsam,1.2,0.003,0.1,2,40,0.7354957461357117,0.7324084569700062,64.7000961303711,0.015412578359246254,4.231929779052734e-06,0,0.10110926628112793
fsam,1.2,0.003,0.1,2,50,0.8721990585327148,0.8691117693670094,73.17792510986328,0.016270479187369347,-7.152557373046875e-06,0,0.12624645233154297
fsam,1.2,0.003,0.1,2,60,0.993234395980835,0.9901471068151295,80.44644165039062,0.01701580174267292,1.609325408935547e-05,0,0.1515207290649414
fsam,1.2,0.003,0.1,2,70,1.1227467060089111,1.1196594168432057,87.67105102539062,0.017782386392354965,7.152557373046875e-07,0,0.1767420768737793
fsam,1.2,0.003,0.1,2,80,1.239256739616394,1.2361694504506886,93.8198013305664,0.018439119681715965,3.337860107421875e-06,0,0.20200443267822266
fsam,1.2,0.003,0.1,2,90,1.3256028890609741,1.3225155998952687,98.4056625366211,0.0189133882522583,-1.0728836059570312e-06,0,0.2272169589996338
fsam,1.2,0.003,0.1,2,100,1.4401397705078125,nan,nan,nan,nan,1,0.25072813034057617
fsam,1.2,0.003,0.1,3,10,0.332732230424881,0.32964494125917554,37.79697036743164,0.012447716668248177,7.241964340209961e-06,0,0.025459766387939453
fsam,1.2,0.003,0.1,3,20,0.5574613213539124,0.5543740321882069,54.757057189941406,0.01422051526606083,8.344650268554688e-06,0,0.05072593688964844
fsam,1.2,0.003,0.1,3,30,0.7264008522033691,0.7233135630376637,65.40718078613281,0.015377367846667767,1.430511474609375e-05,0,0.07597756385803223
fsam,1.2,0.003,0.1,3,40,0.8318402767181396,0.8287529875524342,71.45321655273438,0.016079839318990707,-4.172325134277344e-07,0,0.10178923606872559
fsam,1.2,0.003,0.1,3,50,1.0009969472885132,0.9979096581228077,81.74991607666016,0.01710044965147972,-2.384185791015625e-06,0,0.12705779075622559
fsam,1.2,0.003,0.1,3,60,1.0809251070022583,1.0778378178365529,86.04926300048828,0.01757822372019291,-4.410743713378906e-06,0,0.15201067924499512
fsam,1.2,0.003,0.1,3,70,1.1828631162643433,1.1797758270986378,91.93860626220703,0.018158044666051865,2.2649765014648438e-06,0,0.17693829536437988
fsam,1.2,0.003,0.1,3,80,1.298717975616455,1.2956306864507496,98.21804809570312,0.018774893134832382,-9.179115295410156e-06,0,0.20199847221374512
fsam,1.2,0.003,0.1,3,90,1.445708990097046,nan,nan,nan,nan,1,0.22573542594909668
fsam,1.2,0.003,0.1,4,10,0.38270777463912964,0.3796204854734242,42.22443771362305,0.012844422832131386,1.043081283569336e-05,0,0.025028228759765625
fsam,1.2,0.003,0.1,4,20,0.5512060523033142,0.5481187631376088,53.949886322021484,0.014168347232043743,4.470348358154297e-06,0,0.04993081092834473
fsam,1.2,0.003,0.1,4,30,0.724418580532074,0.7213312913663685,65.36500549316406,0.015342664904892445,-3.2782554626464844e-06,0,0.07486343383789062
fsam,1.2,0.003,0.1,4,40,0.8487876653671265,0.845700376201421,72.57412719726562,0.016161849722266197,-8.285045623779297e-06,0,0.10017251968383789
fsam,1.2,0.003,0.1,4,50,0.9979053735733032,0.9948180844075978,81.01213073730469,0.01705331914126873,-8.046627044677734e-06,0,0.12526679039001465
fsam,1.2,0.003,0.1,4,60,1.0802137851715088,1.0771264960058033,85.74854278564453,0.017544129863381386,-2.384185791015625e-07,0,0.15031719207763672
